snomedctconceptid	medcodeid	term	term_main
115244002	291894014	[M]Malignant lymphoma, convoluted cell type NOS	cancer
115244002	291891018	[M]Malignant lymphoma, diffuse NOS	cancer
115244002	291902018	[M]Malignant lymphoma, follicular centre cell NOS	cancer
115244002	291907012	[M]Malignant lymphoma, follicular centre cell, cleaved NOS	cancer
450958009	1234197011	[M]Malignant lymphoma, immunoblastic type	cancer
115244002	291914014	[M]Malignant lymphoma, large cell, cleaved, diffuse	cancer
46732000	1230392016	[M]Malignant lymphoma, large cell, diffuse NOS	cancer
115244002	311801000006113	[M]Malignant lymphoma, large cell, noncleaved, diffuse	cancer
115244002	311811000006111	[M]Malignant lymphoma, lymphocytic, poorly different NOS	cancer
115244002	291903011	[M]Malignant lymphoma, lymphocytic, well differentiated NOS	cancer
19340000	1222289015	[M]Malignant lymphoma, lymphoplasmacytoid type	cancer
115244002	403759017	[M]Malignant lymphoma, mixed lymphocytic-histiocytic NOS	cancer
50102004	1230828016	[M]Malignant lymphoma, mixed small and large cell, diffuse	cancer
115244002	403761014	[M]Malignant lymphoma, nodular NOS	cancer
1929004	311871000006119	[M]Malignant lymphoma, non Hodgkin's type	cancer
115244002	311881000006116	[M]Malignant lymphoma, small cell, noncleaved, diffuse	cancer
115244002	215912012	[M]Malignant lymphoma, small cleaved cell, diffuse	cancer
64575004	1232576019	[M]Malignant lymphoma, small lymphocytic NOS	cancer
189962004	311911000006116	[M]Malignant lymphoma, stem cell type	cancer
115244002	291892013	[M]Malignant lymphoma, undifferentiated cell type NOS	cancer
74654000	291913015	[M]Malignant lymphomatous polyposis	cancer
50150000	1230838014	[M]Malignant mastocytosis	cancer
75931002	311951000006115	[M]Malignant melanoma in giant pigmented naevus	cancer
44474009	1230100013	[M]Malignant melanoma in Hutchinson's melanotic freckle	cancer
915007	311971000006113	[M]Malignant melanoma in junctional naevus	cancer
2092003	403754010	[M]Malignant melanoma NOS	cancer
39896009	1229572014	[M]Malignant melanoma, regressing	cancer
128920006	215916010	[M]Malignant reticulosis	cancer
21912003	312021000006118	[M]Malignant teratoma, intermediate type	cancer
65646006	312031000006115	[M]Malignant teratoma, trophoblastic	cancer
83292005	312041000006113	[M]Malignant teratoma, undifferentiated type	cancer
88897007	312051000006110	[M]Malignant tumour, fusiform cell type	cancer
83950009	312061000006112	[M]Malignant tumour, giant cell type	cancer
82267002	312071000006117	[M]Malignant tumour, small cell type	cancer
13583002	312101000006110	[M]Mast cell sarcoma	cancer
32913002	291538016	[M]Medullary carcinoma NOS	cancer
128916007	312161000006111	[M]Medullary carcinoma with amyloid stroma	cancer
85654004	312171000006116	[M]Medullary carcinoma with lymphoid stroma	cancer
83217000	291836013	[M]Medulloblastoma NOS	cancer
39005004	291852011	[M]Medulloepithelioma NOS	cancer
24604009	312201000006117	[M]Medullomyoblastoma	cancer
2092003	312251000006118	[M]Melanocarcinoma	cancer
77986002	1234193010	[M]Melanoma in situ	cancer
2092003	312291000006112	[M]Melanosarcoma NOS	cancer
14494009	312331000006117	[M]Meningeal sarcomatosis	cancer
78303004	312361000006114	[M]Meningioma, malignant	cancer
78303004	312391000006118	[M]Meningothelial sarcoma	cancer
5052009	1230882017	[M]Merkel cell carcinoma	cancer
56565002	312421000006114	[M]Mesenchymal chondrosarcoma	cancer
25081006	291674019	[M]Mesenchymal nephroblastoma	cancer
89623007	312461000006115	[M]Mesenchymoma, malignant	cancer
84427001	312491000006111	[M]Mesodermal mixed tumour	cancer
115232000	291712018	[M]Mesothelial neoplasm NOS	cancer
115232000	291702013	[M]Mesothelial neoplasms	cancer
30383009	312591000006110	[M]Mesothelioma, biphasic type, malignant	cancer
62064005	312601000006119	[M]Mesothelioma, malignant	cancer
115232000	291711013	[M]Mesothelioma, unspecified	cancer
4305004	312621000006112	[M]Metastatic signet ring cell carcinoma	cancer
6641007	312631000006110	[M]Metatypical carcinoma	cancer
21964009	291957016	[M]Microglioma	cancer
108369006	291815011	[M]Miscellaneous tumour NOS	cancer
108369006	312761000006110	[M]Miscellaneous tumours	cancer
62383007	312841000006116	[M]Mixed cell rhabdomyosarcoma	cancer
50813003	312851000006119	[M]Mixed epithelioid and spindle melanoma	cancer
32844007	1216406014	[M]Mixed germ cell tumour	cancer
253071005	312871000006112	[M]Mixed glioma	cancer
253071005	312911000006110	[M]Mixed glioma	cancer
999000	312881000006110	[M]Mixed islet cell and exocrine adenocarcinoma	cancer
8145008	291669010	[M]Mixed tumour, malignant, NOS	cancer
11073003	312951000006111	[M]Mixed type liposarcoma	cancer
10639003	313001000006116	[M]Monostotic myeloma	cancer
108369006	313021000006114	[M]Morphology of neoplasms	cancer
900006	313031000006112	[M]Mucin-producing adenocarcinoma	cancer
72495009	313041000006119	[M]Mucinous adenocarcinoma	cancer
79143006	291515019	[M]Mucinous cystadenocarcinoma NOS	cancer
128852007	313111000006119	[M]Mucinous cystadenoma, borderline malignancy	cancer
31396002	1216356017	[M]Mucocarcinoid tumour, malignant	cancer
4079000	313131000006113	[M]Mucoepidermoid carcinoma	cancer
72495009	313171000006111	[M]Mucoid adenocarcionoma	cancer
47107000	313191000006112	[M]Mucoid cell carcinoma	cancer
72495009	313201000006110	[M]Mucous adenocarcinoma	cancer
84427001	313211000006113	[M]Mullerian mixed tumour	cancer
49937004	313251000006114	[M]Multiple haemorrhagic sarcoma	cancer
109989006	313271000006116	[M]Multiple myeloma	cancer
55921005	313381000006111	[M]Myeloma NOS	cancer
55921005	313391000006114	[M]Myelomatosis	cancer
20667008	313501000006112	[M]Myosarcoma	cancer
75622000	313521000006119	[M]Myxoid chondrosarcoma	cancer
16090008	1221282014	[M]Myxoid leiomyosarcoma	cancer
27849002	313541000006114	[M]Myxoid liposarcoma	cancer
27849002	313561000006113	[M]Myxoliposarcoma	cancer
28351005	1225879015	[M]Myxosarcoma	cancer
2092003	313651000006112	[M]Naevocarcinoma	cancer
108369006	292095014	[M]Neoplasm morphology NOS	cancer
6219000	313691000006118	[M]Neoplasm, malig, uncertain whether primary or metastatic	cancer
363346000	313701000006118	[M]Neoplasm, malignant	cancer
14799000	313711000006115	[M]Neoplasm, metastatic	cancer
108369006	291307016	[M]Neoplasms NOS	cancer
31470003	1227517019	[M]Nephroblastoma NOS	cancer
77418004	313801000006114	[M]Neurilemmoma, malignant	cancer
87364003	403758013	[M]Neuroblastoma NOS	cancer
55937004	1231544010	[M]Neuroendocrine carcinoma	cancer
128928004	1887221000006112	[M]Neuroendocrine neoplasm	cancer
128928004	207611012	[M]Neuroendocrine neoplasm	cancer
55045006	291853018	[M]Neuroepithelioma NOS	cancer
115241005	291861011	[M]Neuroepitheliomatous neoplasm NOS	cancer
115241005	291843019	[M]Neuroepitheliomatous neoplasms	cancer
404037002	313931000006111	[M]Neurofibrosarcoma	cancer
363346000	314001000006118	[M]No microscopic confirmation of tumour, clinically malig	cancer
128462008	314021000006111	[M]No microscopic confirmation tumour, clinically metastatic	cancer
115244002	314041000006116	[M]Nodular lymphosarcoma NOS	cancer
2142002	314051000006119	[M]Nodular melanoma	cancer
1929004	314061000006117	[M]Non Hodgkins lymphoma	cancer
128632008	1870381000006113	[M]Non-small cell carcinoma	cancer
62681000	314071000006112	[M]Nonencapsulated sclerosing carcinoma	cancer
703545003	314081000006110	[M]Noninfiltrating intracystic carcinoma	cancer
30566004	314091000006113	[M]Noninfiltrating intraductal papillary adenocarcinoma	cancer
76817009	314111000006116	[M]Oat cell carcinoma	cancer
27092008	314141000006117	[M]Odontogenic fibrosarcoma	cancer
26888009	314201000006112	[M]Odontogenic tumour, malignant	cancer
76060004	314231000006116	[M]Olfactory neuroblastoma	cancer
68614005	314241000006114	[M]Olfactory neuroepithelioma	cancer
53968002	314251000006111	[M]Olfactory neurogenic tumour	cancer
80061003	314261000006113	[M]Oligodendroblastoma	cancer
443565000	291835012	[M]Oligodendroglioma NOS	cancer
3102004	314281000006115	[M]Oligodendroglioma, anaplastic type	cancer
57596004	314311000006118	[M]Oncytic adenocarcinoma	cancer
74409009	314321000006114	[M]Orchioblastoma	cancer
21708004	314351000006117	[M]Osteoblastic sarcoma	cancer
21708004	314401000006113	[M]Osteochondrosarcoma	cancer
10069009	314421000006115	[M]Osteoclastoma, malignant	cancer
12690005	314441000006110	[M]Osteofibrosarcoma	cancer
21708004	314451000006112	[M]Osteogenic sarcoma NOS	cancer
115237006	291779017	[M]Osteoma or osteosarcoma NOS	cancer
115237006	403755011	[M]Osteomas and osteosarcomas	cancer
33681003	314501000006114	[M]Osteosarcoma in Paget's disease of bone	cancer
21708004	1222660012	[M]Osteosarcoma NOS	cancer
57596004	314621000006117	[M]Oxyphilic adenocarcinoma	cancer
82591005	314671000006116	[M]Paget's disease and infiltrating breast duct carcinoma	cancer
54666007	1231363012	[M]Paget's disease and intraductal carcinoma of breast	cancer
2985005	314691000006115	[M]Paget's disease, breast	cancer
71447003	314701000006115	[M]Paget's disease, extramammary, exc Paget's disease bone	cancer
2985005	314711000006117	[M]Paget's disease, mammary	cancer
4797003	291431013	[M]Papillary adenocarcinoma NOS	cancer
189643000	314791000006110	[M]Papillary and follicular adenocarcinoma	cancer
10376009	314811000006114	[M]Papillary carcinoma in situ	cancer
25910003	291343010	[M]Papillary carcinoma NOS	cancer
2735009	291510012	[M]Papillary cystadenocarcinoma, NOS	cancer
128850004	314851000006110	[M]Papillary cystadenoma, borderline malignancy	cancer
128850004	1220825014	[M]Papillary cystadenoma, borderline malignancy	cancer
39056008	314891000006116	[M]Papillary epidermoid carcinoma	cancer
68880006	314921000006110	[M]Papillary mucinous cystadenocarcinoma	cancer
90282004	314971000006111	[M]Papillary serous cystadenocarcinoma	cancer
128851000	314991000006112	[M]Papillary serous cystadenoma, borderline malignancy	cancer
128851000	1220826010	[M]Papillary serous cystadenoma, borderline malignancy	cancer
39056008	315011000006119	[M]Papillary squamous cell carcinoma	cancer
12400006	315031000006113	[M]Papillary transitional cell carcinoma	cancer
32913002	315071000006111	[M]Parafollicular cell carcinoma	cancer
9903002	315101000006118	[M]Paraganglioma, malignant	cancer
115237006	315161000006117	[M]Parosteal osteosarcoma	cancer
115237006	315221000006118	[M]Periosteal osteogenic sarcoma	cancer
73676002	1870391000006111	[M]Peripheral neuroectodermal tumour	cancer
29370006	315231000006115	[M]Phaeochromoblastoma	cancer
29370006	315251000006110	[M]Phaeochromocytoma, malignant	cancer
62621002	1232355013	[M]Pigmented dermatofibrosarcoma protuberans	cancer
128854008	315291000006116	[M]Pilocytic astrocytoma	cancer
128854008	315301000006115	[M]Piloid astrocytoma	cancer
31671006	315331000006111	[M]Pineoblastoma	cancer
128922003	292017019	[M]Plasma cell leukaemia NOS	cancer
128922003	292014014	[M]Plasma cell leukaemias	cancer
55921005	1231541019	[M]Plasma cell myeloma	cancer
399456004	315441000006114	[M]Plasma cell tumour, malignant	cancer
55921005	315461000006113	[M]Plasmacytic myeloma	cancer
10639003	315471000006118	[M]Plasmacytoma NOS	cancer
16741004	315501000006113	[M]Pleomorphic carcinoma	cancer
87992000	315511000006111	[M]Pleomorphic cell sarcoma	cancer
112683004	315531000006117	[M]Pleomorphic liposarcoma	cancer
77455004	315541000006110	[M]Pleomorphic rhabdomyosarcoma	cancer
78838008	1234296013	[M]Pleomorphic xanthoastrocytoma	cancer
112685006	315581000006116	[M]Pneumoblastoma	cancer
28325008	315611000006112	[M]Polyembryoma	cancer
28325008	315621000006116	[M]Polyembryonal embryonal carcinoma	cancer
70401000	315631000006118	[M]Polygonal cell carcinoma	cancer
74409009	315651000006113	[M]Polyvesicular vitelline tumour	cancer
38969003	291604015	[M]Precancerous melanosis NOS	cancer
39781001	1216595017	[M]Primitive neuroectodermal tumour	cancer
115244002	291909010	[M]Prolymphocytic lymphosarcoma	cancer
79143006	315741000006117	[M]Pseudomucinous adenocarcinoma	cancer
112679004	1219790013	[M]Pseudomyxoma peritonei	cancer
23109009	315771000006113	[M]Pseudosarcomatous carcinoma	cancer
43149009	1229971014	[M]Pulmonary blastoma	cancer
18348002	1222102015	[M]Queyrat's erythroplasia	cancer
41607009	315861000006111	[M]Renal cell carcinoma	cancer
74364000	315881000006118	[M]Reserve cell carcinoma	cancer
115244002	315911000006118	[M]Reticulolymphosarcoma NOS	cancer
115244002	315921000006114	[M]Reticulolymphosarcoma, diffuse	cancer
189982000	315951000006117	[M]Reticulosarcoma NOS	cancer
189982000	291923012	[M]Reticulosarcoma NOS	cancer
189985003	315971000006110	[M]Reticulosarcoma, nodular	cancer
189982000	315991000006111	[M]Reticulosarcomas	cancer
189982000	316001000006112	[M]Reticulum cell sarcoma NOS	cancer
19906005	291855013	[M]Retinoblastoma NOS	cancer
12354007	316041000006114	[M]Retinoblastoma, undifferentiated type	cancer
19906005	291854012	[M]Retinoblastomas	cancer
83118000	1234787012	[M]Rhabdoid sarcoma	cancer
30924005	215896010	[M]Rhabdomyosarcoma NOS	cancer
74364000	316111000006114	[M]Round cell carcinoma	cancer
43296007	316121000006118	[M]Round cell liposarcoma	cancer
73506006	316131000006115	[M]Round cell sarcoma	cancer
14269005	316141000006113	[M]Sarcoma botryoides	cancer
372151005	291622017	[M]Sarcoma NOS	cancer
54443001	1785811000006114	[M]Sarcomatoid mesothelioma	cancer
9395006	291623010	[M]Sarcomatosis NOS	cancer
5600009	316181000006119	[M]Schneiderian carcinoma	cancer
77418004	316211000006115	[M]Schwannoma, malignant	cancer
4584002	316221000006111	[M]Scirrhous adenocarcinoma	cancer
54734006	1231370012	[M]Sebaceous adenocarcinoma	cancer
79282002	316291000006113	[M]Secondary carcinoma	cancer
14799000	316301000006114	[M]Secondary neoplasm	cancer
41919003	316311000006112	[M]Secretory breast carcinoma	cancer
443677002	291715016	[M]Seminoma NOS	cancer
72907003	316331000006118	[M]Seminoma, anaplastic type	cancer
443677002	291714017	[M]Seminomas	cancer
90725004	291508010	[M]Serous cystadenocarcinoma, NOS	cancer
128849004	1220823019	[M]Serous cystadenoma, borderline malignancy	cancer
128849004	316381000006117	[M]Serous cystadenoma, borderline malignancy	cancer
15674004	316401000006117	[M]Serous surface papillary carcinoma	cancer
80091008	316441000006115	[M]Sertoli cell carcinoma	cancer
87737001	316511000006118	[M]Signet ring carcinoma	cancer
87737001	291528014	[M]Signet ring carcinoma NOS	cancer
87737001	316531000006112	[M]Signet ring cell carcinoma	cancer
126488004	291472010	[M]Skin appendage adenoma and carcinoma	cancer
126488004	291475012	[M]Skin appendage adenoma or carcinoma NOS	cancer
64000002	291474011	[M]Skin appendage carcinoma	cancer
74364000	291332019	[M]Small cell carcinoma NOS	cancer
74042001	316591000006111	[M]Small cell carcinoma, fusiform cell type	cancer
5958006	1231976013	[M]Small cell carcinoma, intermediate cell	cancer
73506006	316611000006117	[M]Small cell sarcoma	cancer
21326004	1222626017	[M]Small cell-large cell carcinoma	cancer
81920005	291403016	[M]Solid carcinoma NOS	cancer
128916007	316691000006110	[M]Solid carcinoma with amyloid stroma	cancer
10639003	316711000006113	[M]Solitary myeloma	cancer
9294008	316741000006112	[M]Spermatocytic seminoma	cancer
108369006	291331014	[M]Spheroidal cell carcinoma	cancer
65692009	316761000006111	[M]Spindle cell carcinoma	cancer
68827007	291607010	[M]Spindle cell melanoma NOS	cancer
40244008	316801000006119	[M]Spindle cell melanoma, type B	cancer
9801004	316821000006112	[M]Spindle cell sarcoma	cancer
400155002	316831000006110	[M]Spinous cell carcinoma	cancer
63634009	291828016	[M]Spongioblastoma NOS	cancer
5688000	316891000006114	[M]Squamous cell ca-in-situ, questionable stromal invasion	cancer
59529006	1231967018	[M]Squamous cell carcinoma in situ NOS	cancer
400155002	291347011	[M]Squamous cell carcinoma NOS	cancer
400155002	556511000000119	[M]Squamous cell carcinoma of skin NOS	cancer
18048008	1216064018	[M]Squamous cell carcinoma, keratinising type NOS	cancer
45490001	316931000006117	[M]Squamous cell carcinoma, large cell, non-keratinising	cancer
64204000	291348018	[M]Squamous cell carcinoma, metastatic NOS	cancer
12478003	316951000006112	[M]Squamous cell carcinoma, microinvasive	cancer
35718007	316961000006114	[M]Squamous cell carcinoma, small cell, non-keratinising	cancer
10288008	316971000006119	[M]Squamous cell carcinoma, spindle cell type	cancer
18854008	317041000006111	[M]Struma ovarii, malignant	cancer
81446001	317191000006118	[M]Superficial spreading adenocarcinoma	cancer
55320002	317201000006115	[M]Superficial spreading melanoma	cancer
32272007	291480015	[M]Sweat gland adenocarcinoma	cancer
63211008	1232439019	[M]Synovial sarcoma NOS	cancer
18588008	317341000006113	[M]Synovial sarcoma, biphasic type	cancer
37206003	317361000006112	[M]Synovial sarcoma, spindle cell type	cancer
78453009	317411000006116	[M]Telangiectatic osteosarcoma	cancer
19467007	317421000006112	[M]Teratoblastoma, malignant	cancer
67830002	317431000006110	[M]Teratocarcinoma	cancer
88591002	317441000006117	[M]Teratoid medulloepithelioma	cancer
19467007	1222303015	[M]Teratoma, malignant, NOS	cancer
15949004	317611000006119	[M]Thymoma, malignant	cancer
56763007	457307018	[M]Tibial adamantinoma	cancer
29792007	317651000006118	[M]Trabecular adenocarcinoma	cancer
53530009	317671000006111	[M]Transitional cell carcinoma in situ	cancer
27090000	291363015	[M]Transitional cell carcinoma NOS	cancer
112676006	317691000006112	[M]Transitional cell carcinoma, spindle cell type	cancer
354002	1216442018	[M]Triton tumour, malignant	cancer
128813000	1220820016	[M]True histiocytic lymphoma	cancer
4631006	317821000006114	[M]Tubular adenocarcinoma	cancer
88400008	317901000006110	[M]Tumour cells, malignant	cancer
108369006	317941000006112	[M]Tumour morphology	cancer
108369006	291320018	[M]Unspecified tumour cell NOS	cancer
27090000	318001000006113	[M]Urothelial carcinoma	cancer
89906000	291344016	[M]Verrucous carcinoma NOS	cancer
89906000	318051000006112	[M]Verrucous epidermoid carcinoma	cancer
89906000	318081000006116	[M]Verrucous squamous cell carcinoma	cancer
28558000	318101000006112	[M]Villous adenocarcinoma	cancer
31131002	1227435013	[M]Vipoma	cancer
35562000	318171000006118	[M]Waldenstrom's macroglobulinaemia	cancer
302849000	318211000006116	[M]Wilms' tumour	cancer
74409009	318261000006118	[M]Yolk sac tumour	cancer
183649005	340421000006119	[V]Follow-up exam aft combined treatment for malig neoplasm	cancer
720006006	340471000006118	[V]Follow-up exam after radiotherapy for malignant neoplasm	cancer
439740005	340511000006111	[V]Follow-up examination aft surgery for malignant neoplasm	cancer
720006006	340541000006110	[V]Folow-up exam aft other treatment for malignant neoplasm	cancer
720006006	340561000006114	[V]Folow-up exam aft unspec treatment for malignant neoplasm	cancer
94663008	359271000006110	[X]2ndry malignant neoplasm/bladder+oth+unsp urinary organs	cancer
94442001	359281000006113	[X]2ndry malignant neoplasm/oth+unspec parts/nervous system	cancer
94396003	359291000006111	[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions	cancer
109850001	292200019	[X]Carcinoma in situ of digestive organ, unspecified	cancer
92653004	370111000006119	[X]Carcinoma in situ of oth+unspecified male genital organs	cancer
92564006	292208014	[X]Carcinoma in situ of other parts of cervix	cancer
189251006	292201015	[X]Carcinoma in situ of other parts of respiratory system	cancer
109850001	292199017	[X]Carcinoma in situ of other specified digestive organs	cancer
109355002	292212015	[X]Carcinoma in situ of other specified sites	cancer
92594000	370161000006116	[X]Carcinoma in situ of other+unspcfd female genital organs	cancer
255150000	370171000006111	[X]Carcinoma in situ of other+unspecified urinary organs	cancer
189251006	292202010	[X]Carcinoma in situ of respiratory system, unspecified	cancer
92749008	292206013	[X]Carcinoma in situ of skin of other sites	cancer
92749008	370201000006110	[X]Carcinoma in situ of skin of other+unspecified parts/face	cancer
92749008	292207016	[X]Carcinoma in situ of skin, unspecified	cancer
109962001	292191019	[X]Diffuse non-Hodgkin's lymphoma, unspecified	cancer
720006006	387151000006114	[X]Follow-up examinat after other treatment for malig neopl	cancer
720006006	387171000006116	[X]Follow-up examinat after unspec treatment for malig neop	cancer
713572001	288185010	[X]HIV disease resulting in other malignant neoplasms	cancer
442537007	1815001000006119	[X]HIV disease resulting in other non-Hodgkin lymphoma	cancer
442537007	288182013	[X]HIV disease resulting in other non-Hodgkin's lymphoma	cancer
86406008	288186011	[X]HIV disease resulting in unspecified malignant neoplasm	cancer
127569003	292197015	[X]In situ neoplasms	cancer
109392002	292127010	[X]Kaposi's sarcoma of multiple organs	cancer
109385007	292136014	[X]Kaposi's sarcoma of other sites	cancer
109385007	292128017	[X]Kaposi's sarcoma, unspecified	cancer
269469005	396091000006118	[X]Mal neoplasm/connective+soft tissue of trunk,unspecified	cancer
269475001	396101000006112	[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf	cancer
109919002	396111000006110	[X]Mal neoplasm/overlap les/periph nerv+autonomic nerv systm	cancer
188321006	396131000006116	[X]Mal neoplasm/periph nerves+autonomic nervous system,unspc	cancer
109911004	396161000006113	[X]Malig neopl, overlap lesion brain & other part of CNS	cancer
93225001	396171000006118	[X]Malignant melanoma of other+unspecified parts of face	cancer
93655004	292118014	[X]Malignant melanoma of skin, unspecified	cancer
93841009	396191000006117	[X]Malignant neopl/overlapping les/resp+intrathoracic organs	cancer
443679004	292111015	[X]Malignant neoplasm of bone and articular cartilage	cancer
254837009	292137017	[X]Malignant neoplasm of breast	cancer
1090881000000100	292105018	[X]Malignant neoplasm of bronchus or lung, unspecified	cancer
255077007	292099015	[X]Malignant neoplasm of digestive organs	cancer
371982006	292156010	[X]Malignant neoplasm of endocrine gland, unspecified	cancer
372062007	396251000006115	[X]Malignant neoplasm of eye, brain and other parts of cent	cancer
363514001	292142013	[X]Malignant neoplasm of female genital organ, unspecified	cancer
363514001	292138010	[X]Malignant neoplasm of female genital organs	cancer
363346000	396281000006111	[X]Malignant neoplasm of ill-defined, secondary and unspeci	cancer
363508008	292102015	[X]Malignant neoplasm of intestinal tract, part unspecified	cancer
271323007	396301000006110	[X]Malignant neoplasm of lip, oral cavity and pharynx	cancer
363515000	292146011	[X]Malignant neoplasm of male genital organ, unspecified	cancer
363515000	292143015	[X]Malignant neoplasm of male genital organs	cancer
363494000	292110019	[X]Malignant neoplasm of mediastinum, part unspecified	cancer
363497007	292152012	[X]Malignant neoplasm of meninges, unspecified	cancer
387837005	292121011	[X]Malignant neoplasm of mesothelial and soft tissue	cancer
363346000	292158011	[X]Malignant neoplasm of other specified sites	cancer
363492001	292132011	[X]Malignant neoplasm of peritoneum, unspecified	cancer
448708002	396381000006118	[X]Malignant neoplasm of respiratory and intrathoracic orga	cancer
372130007	292120012	[X]Malignant neoplasm of skin, unspecified	cancer
371982006	292154013	[X]Malignant neoplasm of thyroid and other endocrine glands	cancer
448233000	292148012	[X]Malignant neoplasm of urinary organ, unspecified	cancer
419052002	292147019	[X]Malignant neoplasm of urinary tract	cancer
428322007	292139019	[X]Malignant neoplasm of uterine adnexa, unspecified	cancer
94047004	292135013	[X]Malignant neoplasm overlapping lesion of skin	cancer
302817000	292166019	[X]Malignant neoplasm without specification of site	cancer
1090931000000108	396461000006117	[X]Malignant neoplasm-pluriglandular involvement,unspecified	cancer
443679004	396471000006112	[X]Malignant neoplasm/bone+articular cartilage, unspecified	cancer
1090871000000102	396481000006110	[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd	cancer
372062007	396491000006113	[X]Malignant neoplasm/central nervous system, unspecified	cancer
269469005	396501000006117	[X]Malignant neoplasm/connective + soft tissue,unspecified	cancer
449096009	396511000006119	[X]Malignant neoplasm/ill-defined sites within resp system	cancer
188307009	396521000006110	[X]Malignant neoplasm/other and unspecified cranial nerves	cancer
363514001	396531000006113	[X]Malignant neoplasm/other specified female genital organs	cancer
363515000	396541000006115	[X]Malignant neoplasm/other specified male genital organs	cancer
109347009	396551000006118	[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage	cancer
109384006	396561000006116	[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura	cancer
109358000	396571000006111	[X]Malignant neoplasm/overlap lesion/other+ill-defined sites	cancer
109878000	396581000006114	[X]Malignant neoplasm/overlapping lesion/feml genital organs	cancer
109874003	396591000006112	[X]Malignant neoplasm/overlapping lesion/male genital organs	cancer
1090901000000102	396601000006116	[X]Malignant neoplasm/peripheral nerves of trunk,unspecified	cancer
187833006	396611000006118	[X]Malignant neoplasm/upper resp tract, part unspecified	cancer
269475001	396621000006114	[X]Malignant neoplasms of lymphoid, haematopoietic and rela	cancer
188478004	396631000006112	[X]Malignant neoplasms/independent (primary) multiple sites	cancer
188478004	396641000006119	[X]Malignant neoplasms/independent(primary)multiple sites	cancer
428905002	396651000006117	[X]Malignant neoplsm/ill-defin sites within digestive system	cancer
372130007	292116013	[X]Melanoma and other malignant neoplasms of skin	cancer
109270003	292203017	[X]Melanoma in situ of other and unspecified parts of face	cancer
127330008	292204011	[X]Melanoma in situ of other sites	cancer
127330008	292213013	[X]Melanoma in situ, unspecified	cancer
126724001	398291000006110	[X]Mesothelioma of lung	cancer
126724001	403762019	[X]Mesothelioma of other sites	cancer
109378008	292126018	[X]Mesothelioma, unspecified	cancer
108369006	399721000006110	[X]Neoplasm/uncertain+unknown behavior/other specified sites	cancer
108369006	292247011	[X]Neoplasms of uncertain and unknown behaviour	cancer
118601006	400011000006119	[X]Non-Hodgkin's lymphoma NOS	cancer
118601006	406154013	[X]Non-Hodgkin's lymphoma, unspecified type	cancer
94047004	404801000006116	[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face	cancer
269475001	405081000006118	[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue	cancer
189336000	292214019	[X]Other carcinoma in situ of breast	cancer
118599009	292169014	[X]Other Hodgkin's disease	cancer
109980005	292175017	[X]Other malignant immunoproliferative diseases	cancer
109841003	292101010	[X]Other specified carcinomas of liver	cancer
118601006	292174018	[X]Other specified types of non-Hodgkin's lymphoma	cancer
109962001	292173012	[X]Other types of diffuse non-Hodgkin's lymphoma	cancer
308121000	292170010	[X]Other types of follicular non-Hodgkin's lymphoma	cancer
128462008	292165015	[X]Secondary malignant neoplasm of other specified sites	cancer
94515004	425771000006113	[X]Secondary malignant neoplasm/oth+unspc respiratory organs	cancer
94313005	425781000006111	[X]Secondary malignant neoplasm/oth+unspcfd digestive organs	cancer
712837004	2460981000000118	Active surveillance of prostate cancer	cancer
363688001	1488604019	Administration of cancer treatment	cancer
109982002	2659763011	Alpha heavy chain disease	cancer
307726001	451077018	Anaemia in ovarian carcinoma	cancer
363352004	380137014	Anal carcinoma	cancer
401313006	1780500014	Anal intraepithelial neoplasia grade I	cancer
401312001	1780499017	Anal intraepithelial neoplasia grade II	cancer
92537005	1788227011	Anal intraepithelial neoplasia grade III	cancer
187821001	288761012	Angiosarcoma of spleen	cancer
168021008	260992011	Ascitic fluid: malignant cells	cancer
445105005	1815401000006114	Blastic NK-cell lymphoma	cancer
167934009	260879014	Bone marrow: myeloma cells	cancer
294301000000103	517421000000115	Bowel cancer detected by national screening programme	cancer
884601000000103	2280371000000117	Bowel scope (flexible sigmoidoscopy) screen: cancer detected	cancer
254656002	140927016	Bowen's disease	cancer
118617000	2663190016	Burkitt's lymphoma	cancer
118617000	289612010	Burkitt's lymphoma NOS	cancer
188512009	289605018	Burkitt's lymphoma of intra-abdominal lymph nodes	cancer
188511002	289604019	Burkitt's lymphoma of intrathoracic lymph nodes	cancer
188510001	289603013	Burkitt's lymphoma of lymph nodes of head, face and neck	cancer
188514005	527801000006112	Burkitt's lymphoma of lymph nodes of inguinal region and leg	cancer
118617000	289602015	Burkitt's lymphoma of unspecified site	cancer
118617000	1215905010	Burkitt's tumour	cancer
363346000	880511000006115	Ca - unspecified site NOS	cancer
363412000	1228541018	Ca ascending colon	cancer
187742008	1222170010	Ca Body - stomach	cancer
188156001	880321000006118	Ca breast - axillary tail	cancer
188147009	880271000006114	Ca breast - nipple/central	cancer
