prodcodeid	productname
2884141000033118	autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units
2884241000033113	autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units
2916941000033119	hypurin bovine neutral 100units/ml solution for injection 3ml cartridges
2917041000033118	hypurin bovine isophane 100units/ml suspension for injection 3ml cartridges
2917141000033119	hypurin porcine neutral 100units/ml solution for injection 3ml cartridges
2917241000033114	hypurin porcine isophane 100units/ml suspension for injection 3ml cartridges
2917341000033116	hypurin porcine 30/70 mix 100units/ml suspension for injection 3ml cartridges
2952841000033116	actrapid 100units/ml solution for injection 10ml vials
2952941000033112	actrapid novolet 100units/ml solution for injection
2953041000033119	actrapid penfill 100units/ml solution for injection 3ml cartridges
2953141000033115	insulatard novolet 100units/ml suspension for injection
2953241000033110	insulatard 100units/ml suspension for injection 10ml vials
2953341000033117	insulatard penfill 100units/ml suspension for injection 3ml cartridges
2953441000033111	mixtard 10 novolet 100units/ml suspension for injection
2953541000033112	mixtard 10 penfill 100units/ml suspension for injection 3ml cartridges
2953641000033113	mixtard 20 novolet 100units/ml suspension for injection
2953741000033116	mixtard 20 penfill 100units/ml suspension for injection 3ml cartridges
2953841000033114	mixtard 30 novolet 100units/ml suspension for injection
2953941000033118	mixtard 30 100units/ml suspension for injection 10ml vials
2954041000033116	mixtard 30 penfill 100units/ml suspension for injection 3ml cartridges
2954141000033117	mixtard 40 novolet 100units/ml suspension for injection
2954241000033112	mixtard 40 penfill 100units/ml suspension for injection 3ml cartridges
2954341000033119	mixtard 50 novolet 100units/ml suspension for injection
2954541000033114	mixtard 50 penfill 100units/ml suspension for injection 3ml cartridges
2954641000033110	velosulin 100units/ml solution for injection 10ml vials
2954741000033118	monotard 100units/ml suspension for injection 10ml vials
2954841000033111	ultratard 100units/ml suspension for injection 10ml vials
2995141000033110	avandamet 1mg/500mg tablets
2995241000033115	avandamet 2mg/500mg tablets
2995941000033112	pioglitazone 45mg tablets
2996041000033119	actos 45mg tablets
3111041000033116	hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge
3111141000033117	u100 insulin sterile, single use syringes with 8mm needles 1 ml, 0.33 mm/29g
3111241000033112	u100 insulin sterile, single use syringes with 8mm needles 0.3 ml, 0.33 mm/29g
3111341000033119	u100 insulin sterile, single use syringes with 8mm needles 0.5 ml, 0.33 mm/29g
3135241000033118	levothyroxine sodium capsules lactose free, sugar free 50 micrograms
3136941000033116	insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices
3137041000033115	insulin detemir 100units/ml solution for injection 3ml cartridges
3137141000033116	levemir penfill 100units/ml solution for injection 3ml cartridges
3137241000033111	levemir flexpen 100units/ml solution for injection 3ml pre-filled pen
3141641000033116	bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge
3151741000033110	levothyroxine sodium capsules lactose free, sugar free 100 micrograms
3191341000033115	rosiglitazone 1mg / metformin 500mg tablets
3191441000033114	rosiglitazone 2mg / metformin 500mg tablets
3200541000033116	rosiglitazone 2mg / metformin 1g tablets
3200641000033115	rosiglitazone 4mg / metformin 1g tablets
3200741000033112	avandamet 2mg/1000mg tablets
3200841000033119	avandamet 4mg/1000mg tablets
3228141000033117	metformin 500mg modified-release tablets
3228241000033112	glucophage sr 500mg tablets
3277741000033118	insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices
3333841000033113	humulin m3 pen 100units/ml suspension for injection 3ml pre-filled pen
3345641000033114	insulin glulisine 100units/ml solution for injection 10ml vials
3345741000033117	insulin glulisine 100units/ml solution for injection 3ml cartridges
3345841000033110	apidra 100units/ml solution for injection 10ml vials
3345941000033119	apidra 100units/ml solution for injection 3ml cartridges
3852741000033110	comfort point needles for insulin pens 6 mm/31 gauge
3852841000033117	comfort point needles for insulin pens 8 mm/31 gauge
3852941000033113	comfort point needles for insulin pens 12 mm/29 gauge
3866041000033117	levothyroxine sodium capsules lactose free, sugar free 25 micrograms
3869341000033114	lantus 100units/ml solution for injection 3ml opticlik cartridges
3890941000033116	metformin hydrochloride sugar free suspension 500 mg/5 ml
3914241000033112	insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices
3914341000033119	apidra 100units/ml solution for injection 3ml pre-filled optiset pen
3922641000033111	humalog mix50 100units/ml suspension for injection 3ml cartridges
3938341000033116	exubera insulin release units box of 6
3945141000033114	exubera 1mg inhalation powder blisters
3945241000033119	exubera 3mg inhalation powder blisters
3953041000033113	gliclazide 80mg/5ml oral suspension
3963941000033117	apidra 100units/ml solution for injection 3ml opticlik cartridges
3974041000033113	guard non sting barrier film sachets
3974141000033112	ostomart ostoguard no sting protective skin barrier film 30 ml dab on bottle, rmc4
3982341000033110	metformin 500mg/5ml oral solution sugar free
3982441000033116	metsol 500mg/5ml oral solution
3983941000033115	pioglitazone 15mg / metformin 850mg tablets
3984241000033114	competact 15mg/850mg tablets
3993941000033119	prandin 0.5mg tablets
3994041000033117	prandin 1mg tablets
3994141000033118	prandin 2mg tablets
4043341000033119	aspirin powder sachets lactose free 75 mg
406741000033116	daonil tablets 2.5 mg
406841000033114	daonil 5mg tablets
4126541000033110	levemir innolet 100units/ml solution for injection 3ml pre-filled pen
4128441000033113	novofine autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge
4133241000033117	sitagliptin 100mg tablets
4133341000033110	januvia 100mg tablets
4138941000033118	opticlik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units
4139041000033110	opticlik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units
4149341000033111	exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices
4149441000033117	exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices
4149541000033116	byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pen
4149641000033115	byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pen
4258541000033111	lantus 100units/ml solution for injection 3ml pre-filled solostar pen
4258641000033112	apidra 100units/ml solution for injection 3ml pre-filled solostar pen
4269741000033117	vildagliptin 50mg tablets
4269841000033110	vildagliptin tablets 100 mg
4269941000033119	galvus 50mg tablets
4270041000033118	galvus tablets 100 mg
4299641000033111	panavia f oxyguard ii syringe 6 ml
4373341000033116	sharpsguard disposal unit
4373441000033110	sharpsguard disposal unit
4373541000033111	sharpsguard disposal unit
4405741000033115	humapen luxura hd hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units
4423041000033114	humulin r 500units/ml solution for injection 20ml vials
444941000033119	disposable insulin syringe with needle 0.5 ml
445041000033119	disposable insulin syringe with needle 1 ml
4452341000033119	vildagliptin 50mg / metformin 850mg tablets
4452441000033113	vildagliptin 50mg / metformin 1g tablets
4452541000033114	eucreas 50mg/1000mg tablets
4452641000033110	eucreas 50mg/850mg tablets
4522041000033113	niddaryl 1mg tablets
4522141000033112	niddaryl 2mg tablets
4522241000033117	niddaryl 3mg tablets
4522341000033110	niddaryl 4mg tablets
4529741000033116	ostomart ostoguard no sting barrier film rmc5
4549141000033118	metformin 750mg modified-release tablets
4549241000033113	glucophage sr 750mg tablets
4597041000033115	novopen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
4597141000033116	novopen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
4608541000033115	humalog kwikpen 100units/ml solution for injection 3ml pre-filled pen
4608641000033119	humalog mix25 kwikpen 100units/ml suspension for injection 3ml pre-filled pen
4608741000033111	humalog mix50 kwikpen 100units/ml suspension for injection 3ml pre-filled pen
462041000033119	diabetamide 2.5mg tablets
462141000033115	diabetamide 5mg tablets
463541000033118	diamicron 80mg tablets
463941000033112	dimelor tablets 500 mg
4655241000033118	lamberts osteoguard tablets
465841000033115	diabinese tablets 100 mg
465941000033111	diabinese tablets 250 mg
4825441000033110	ts-a safety hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge
4941241000033119	nazdol mr 30mg tablets
4945241000033117	metformin 1g modified-release tablets
4945341000033110	glucophage sr 1000mg tablets
4957741000033118	bolamyn sr 500mg tablets
5007641000033119	metformin 500mg oral powder sachets sugar free
5007741000033111	metformin 1g oral powder sachets sugar free
5007841000033118	glucophage 500mg oral powder sachets
5007941000033114	glucophage 1000mg oral powder sachets
5079841000033118	humapen memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
5128241000033116	glucophage tablets 1000 mg
5131241000033110	liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices
5131341000033117	victoza 6mg/ml solution for injection 3ml pre-filled pen
5132141000033111	janumet tablets 50 mg + 500 mg
5132241000033116	janumet 50mg/1000mg tablets
5316641000033118	saxagliptin 5mg tablets
5316741000033110	onglyza 5mg tablets
5378141000033117	dacadis mr 30mg tablets
5403541000033118	humalog mix25 100units/ml suspension for injection 10ml vials
5440141000033112	humapen luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
5440641000033119	humapen luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
5491941000033110	amaryl m tablets 1 mg + 250 mg
5492041000033116	amaryl m tablets 2 mg + 500 mg
557241000033113	euglucon 2.5mg tablets
557341000033115	euglucon 5mg tablets
5576041000033115	metformin 1g / sitagliptin 50mg tablets
5697241000033112	bd-microfine + needles for insulin pens 4 mm/32 gauge
5700341000033114	hydroxypropyl guar eye drops 0.2 %
5700841000033117	hydroxypropyl guar eye drops (preservative-free) 0.2 %, 0.8 ml unit dose
5709141000033115	hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units
5709241000033110	hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units
5709341000033117	hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units
5709441000033111	hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
5709541000033112	hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units
5709641000033113	hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units
5709741000033116	gliclazide 40mg tablets
5709841000033114	zicron 40mg tablets
5709941000033118	hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge
5710041000033114	hypodermic u100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.3mm/30gauge
5732041000033119	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge
5732141000033115	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge
5732441000033111	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
5733041000033111	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
5733341000033113	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
5733441000033119	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
5733541000033118	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge
5733741000033114	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
5734041000033114	hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge
5734141000033113	hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge
5734241000033118	hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge
5734341000033111	hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge
5815341000033115	edicil mr 30mg tablets
5819941000033118	clikstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units
5820041000033115	clikstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units
5869241000033114	gliclazide 40mg/5ml oral suspension
58841000033113	amaryl 2mg tablets
5905141000033111	ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
5905241000033116	ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
5905341000033114	ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge
5905441000033115	ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
5909641000033116	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge
5910741000033117	humulin m3 kwikpen 100units/ml suspension for injection 3ml pre-filled pen
5911541000033119	humulin i kwikpen 100units/ml suspension for injection 3ml pre-filled pen
59541000033116	amaryl 1mg tablets
59641000033115	amaryl 3mg tablets
5968741000033115	glibenclamide 5mg/5ml oral solution
5968841000033113	glibenclamide 5mg/5ml oral suspension
59741000033112	amaryl 4mg tablets
5997041000033115	metformin 500mg/5ml oral solution
6006341000033111	novotwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge
6011841000033112	insuman comb 25 100units/ml suspension for injection 3ml pre-filled solostar pen
6029841000033115	metabet sr 500mg tablets
6058541000033111	guard non sting barrier film
6123241000033112	saxagliptin 2.5mg tablets
6123341000033119	onglyza 2.5mg tablets
6135341000033117	vitile xl 30mg tablets
6279741000033117	metabet sr 1000mg tablets
6364241000033114	bd autoshield hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge
6388241000033117	exenatide 2mg powder and solvent for prolonged-release suspension for injection vials
6388341000033110	bydureon 2mg powder and solvent for prolonged-release suspension for injection vials
6389641000033111	insuman basal 100units/ml suspension for injection 3ml pre-filled solostar pen
6391041000033117	glucient sr 500mg tablets
6391141000033118	enyglid 0.5mg tablets
6391241000033113	enyglid 1mg tablets
6391341000033115	enyglid 2mg tablets
6434041000033116	cilguard overlap dressing 10cm x 10cm
6434141000033117	cilguard overlap dressing 15cm x 15cm
6434241000033112	cilguard overlap dressing 10cm x 20cm
6434341000033119	cilguard overlap dressing 20cm x 20cm
6434441000033113	cilguard standard dressing 10cm x 10cm
6434541000033114	cilguard standard dressing 15cm x 15cm
6434641000033110	cilguard standard dressing 10cm x 20cm
6434741000033118	cilguard standard dressing 20cm x 20cm
6434841000033111	cilguard standard dressing 20cm x 50cm
6434941000033115	cilguard standard dressing 10cm x 60cm
6435041000033115	cilguard border dressing 10cm x 10cm
6435141000033116	cilguard border dressing 15cm x 15cm
6435241000033111	cilguard border dressing 10cm x 20cm
6435341000033118	cilguard border dressing 20cm x 20cm
6435441000033112	cilguard border dressing 20cm x 50cm
6444041000033117	linagliptin 5mg tablets
6444141000033118	trajenta 5mg tablets
644541000033111	glibenclamide 2.5mg tablets
644641000033112	glibenclamide 5mg tablets
644741000033115	glibenese 5mg tablets
6448141000033113	mylife clickfine autoprotect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge
644841000033113	glipizide 5mg tablets
644941000033117	glucophage 500mg tablets
645041000033117	glucophage 850mg tablets
645241000033113	glucobay 100mg tablets
645341000033115	glucobay 50mg tablets
645541000033110	glucamet tablets 500 mg
645641000033111	glucamet tablets 850 mg
6456441000033119	novorapid flextouch 100units/ml solution for injection 3ml pre-filled pen
645841000033112	glimepiride 2mg tablets
645941000033116	glimepiride 1mg tablets
646041000033114	glimepiride 3mg tablets
646141000033113	glimepiride 4mg tablets
646241000033118	glyconon tablets 500 mg
6463141000033112	mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge
646341000033111	glymese tablets 250 mg
646441000033117	gliclazide 80mg tablets
646541000033116	glipizide 2.5mg tablets
646741000033112	glymidine tablets 500 mg
646841000033119	glurenorm 30mg tablets
646941000033110	gliquidone 30mg tablets
6488441000033113	levothyroxine sodium tablets, lactose free 100 micrograms
6488541000033114	levothyroxine sodium tablets, lactose free 50 micrograms
6488641000033110	levothyroxine sodium tablets, lactose free 25 micrograms
6490641000033114	comfort point needles for insulin pens 4 mm/31 gauge
6490741000033117	omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
6490841000033110	omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
6490941000033119	omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge
6491041000033112	omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
6518241000033118	bd autoshield duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge
6519641000033112	novopen echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units
6519741000033115	novopen echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units
6525941000033110	glizofar 15mg tablets
6526041000033117	glizofar 30mg tablets
6526141000033118	glizofar 45mg tablets
6535141000033111	unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
6535241000033116	unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
6535341000033114	unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
6535541000033119	unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
6535641000033118	unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
654941000033115	guarem 5g granules sachets
655041000033115	guarina granules 5 g/sachet
655141000033116	guar gum 5g granules sachets sugar free
655341000033118	guar gum sachets 5 g/sachet
671141000033117	hollister guardian 'f' floating flange pouches 102mm, 4406
671241000033112	hollister guardian 'f' floating flange pouches 25mm, 4402
671341000033119	hollister guardian 'f' floating flange pouches 51mm, 4404
671441000033113	hollister guardian 'f' floating flange pouches 64mm, 4405
671541000033114	hollister guardian 'f' floating flange pouches 38mm, 4403
671641000033110	hollister guardian 's' stationary flange pouch 25mm, 4422
671741000033118	hollister guardian 's' stationary flange pouch 38mm, 4423
671841000033111	hollister guardian 's' stationary flange pouch 51mm, 4424
671941000033115	hollister guardian 's' stationary flange pouch 64mm, 4425
676241000033119	hollister guardian closed mini pouch with filter, opaque 64mm, 4525
676341000033112	hollister guardian closed mini pouch with filter, opaque 38mm, 4523
676441000033118	hollister guardian closed mini pouch with filter, opaque 51mm, 4524
687941000033115	hollister guardian drainable pouch opaque 25mm, 4612
688041000033117	hollister guardian drainable pouch opaque 38mm, 4613
688141000033118	hollister guardian drainable pouch opaque 51mm, 4614
688241000033113	hollister guardian drainable pouch opaque 64mm, 4615
688341000033115	hollister guardian drainable mini-pouch opaque 25mm, 4642
688441000033114	hollister guardian drainable mini-pouch opaque 51mm, 4644
688541000033110	hollister guardian drainable mini-pouch opaque 64mm, 4645
688641000033111	hollister guardian drainable mini-pouch opaque 38mm, 4643
688741000033119	hollister guardian drainable pouch clear 25mm, 4602
688841000033112	hollister guardian drainable pouch clear 38mm, 4603
688941000033116	hollister guardian drainable pouch clear 51mm, 4604
689041000033113	hollister guardian drainable pouch clear 64mm, 4605
689141000033112	hollister guardian drainable pouch clear 102mm, 4606
702341000033111	hollister irrigator drain for guardian two-piece system 38mm, 4803
702441000033117	hollister irrigator drain for guardian two-piece system 51mm, 4804
702541000033116	hollister irrigator drain for guardian two-piece system 64mm, 4805
702641000033115	hollister irrigator drain for guardian two-piece system 102mm, 4806
708041000033111	hollister guardian stoma cap with filter, opaque 38mm, 4303
708141000033110	hollister guardian stoma cap with filter, opaque 51mm, 4304
708241000033115	hollister guardian stoma cap with filter, opaque 64mm, 4305
712241000033115	hollister guardian urostomy pouch clear 25mm, 4702
712341000033113	hollister guardian urostomy pouch clear 38mm, 4703
712441000033119	hollister guardian urostomy pouch clear 51mm, 4704
720541000033111	humalog 100units/ml solution for injection 1.5ml cartridges
721041000033110	human actrapid penfill 100units/ml solution for injection 1.5ml cartridges
722841000033112	humulin m5 100units/ml suspension for injection 10ml vials
723241000033118	humalog 100units/ml solution for injection 10ml vials
724041000033112	humulin i 100units/ml suspension for injection 10ml vials
724341000033114	humulin s 100units/ml solution for injection 10ml vials
724541000033119	humulin zn 100units/ml suspension for injection 10ml vials
725141000033112	human initard 50/50 insulin injection 100 units/ml
725341000033110	humulin m3 100units/ml suspension for injection 10ml vials
725841000033118	humulin lente 100units/ml suspension for injection 10ml vials
727041000033119	humaject s pen 100units/ml solution for injection
727341000033117	humaject m3 pen 100units/ml suspension for injection
734941000033111	hypurin porcine isophane 100units/ml suspension for injection 10ml vials
735441000033119	hypurin porcine neutral 100units/ml solution for injection 10ml vials
735841000033116	hypurin bovine isophane 100units/ml suspension for injection 10ml vials
735941000033112	hypurin bovine lente 100units/ml suspension for injection 10ml vials
736041000033119	hypurin bovine neutral 100units/ml solution for injection 10ml vials
736141000033115	hypurin bovine protamine zinc 100units/ml suspension for injection 10ml vials
740341000033118	hypoguard ga reagent strips
740441000033112	hypoguard supreme testing strips
741441000033115	hypodermic insulin syringe
757641000033112	insulin lispro 100units/ml solution for injection 1.5ml cartridges
758341000033117	insulin syringe click-count 1 ml
758441000033111	insulin syringe disposable 0.5 ml
758541000033112	insulin syringe disposable 1 ml
759841000033115	insulin zinc suspension (human) injection 100 units/ml, 10 ml vial
762441000033118	insulin lispro 100units/ml solution for injection 10ml vials
763341000033116	pork insulatard 100units/ml suspension for injection 10ml vials
763941000033117	insulin zinc suspension injection 100 units/ml
764941000033119	insulin zinc suspension lente (evans) injection 100u/ml
766241000033115	insulin syringe pre-set 1 ml
766741000033114	insulin syringe re-usable 0.5 ml
766841000033116	insulin syringe re-usable 1 ml
7684841000033117	clickfine needles for insulin pens 6 mm/31 gauge
7684941000033113	clickfine needles for insulin pens 8 mm/31 gauge
7685041000033113	clickfine needles for insulin pens 10 mm/29 gauge
7685141000033112	clickfine needles for insulin pens 12 mm/29 gauge
7687241000033110	sitagliptin 50mg tablets
7687341000033117	januvia 50mg tablets
7687441000033111	sitagliptin 25mg tablets
7687541000033112	januvia 25mg tablets
776041000033117	isophane insulin (human, prb) cartridges 100 units/ml
779141000033111	insulin isophane human 100units/ml suspension for injection 10ml vials
779641000033118	isophane insulin injection (evans) injection 100 units/ml
779841000033117	isophane insulin injection 100 units/ml
7874941000033110	diagemet xl 500mg tablets
8027541000033116	diamicron m/r tablets 60 mg
8028441000033116	galvus met tablets 850 mg + 50 mg
8028541000033115	galvus met tablets 1 gram + 50 mg
8051941000033118	droplet needles for insulin pens 6 mm/31 gauge
8052241000033116	droplet needles for insulin pens 8 mm/31 gauge
8052741000033110	droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge
8052841000033117	droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
8056341000033110	mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge
8056441000033116	mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge
8056541000033115	mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge
8056641000033119	mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge
8115741000033119	linagliptin 2.5mg / metformin 1g tablets
8115841000033112	linagliptin 2.5mg / metformin 850mg tablets
8115941000033116	jentadueto 2.5mg/1000mg tablets
8116041000033114	jentadueto 2.5mg/850mg tablets
8125241000033119	glimepiride 6mg/5ml oral suspension
8199341000033118	dapagliflozin 5mg tablets
8199441000033112	dapagliflozin 10mg tablets
8199541000033113	forxiga 5mg tablets
8199641000033114	forxiga 10mg tablets
821341000033110	lejguar granules 90 %
8241541000033119	microdot droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
8241641000033118	microdot droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
8242541000033112	saxagliptin 2.5mg / metformin 850mg tablets
8242641000033113	saxagliptin 2.5mg / metformin 1g tablets
8242741000033116	komboglyze 2.5mg/850mg tablets
8242841000033114	komboglyze 2.5mg/1000mg tablets
8243941000033112	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
8244041000033114	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
8244241000033118	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
8244341000033111	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge
8244441000033117	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
8244541000033116	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge
8244641000033115	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
8263941000033117	insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices
8264041000033115	insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices
8264141000033116	tresiba flextouch 100units/ml solution for injection 3ml pre-filled pen
8264241000033111	tresiba flextouch 200units/ml solution for injection 3ml pre-filled pen
8264341000033118	insulin degludec 100units/ml solution for injection 3ml cartridges
8264441000033112	tresiba penfill 100units/ml solution for injection 3ml cartridges
8267341000033110	lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices
8267441000033116	lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices
8267541000033115	lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pen
8267641000033119	lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pen
8268441000033115	lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices
8268641000033118	lyxumia 10micrograms/20micrograms treatment initiation pack
8280641000033118	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.33mm/29gauge
8280841000033117	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge
8281141000033116	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge
8281241000033111	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge
8281341000033118	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.33mm/29gauge
8281441000033112	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge
8281541000033113	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.33mm/29gauge
8281641000033114	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.3mm/30gauge
8281741000033117	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge
8281841000033110	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.3mm/30gauge
8281941000033119	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge
8282041000033113	kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.3mm/30gauge
8298141000033113	gliclazide 60mg modified-release tablets
8298241000033118	laaglyda mr 60mg tablets
8318141000033117	humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
8318241000033112	humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
8318341000033119	humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
8318441000033113	humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
